Player,Season,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Donald Royal,1994,SF,27,ORL,74,0,18.3,2.4,4.7,0.501,0,0,0,2.4,4.7,0.504,0.501,2.7,3.6,0.74,1.3,2.1,3.4,0.8,0.7,0.2,1,1.6,7.4
Bryon Russell,1994,SF,23,UTA,67,48,16.7,2,4.2,0.484,0,0.3,0.091,2,3.8,0.518,0.487,0.9,1.5,0.614,0.9,1.8,2.7,0.8,1,0.3,0.8,2.1,5
John Salley,1994,PF,29,MIA,76,45,25.1,2.7,5.7,0.477,0,0,0.667,2.7,5.7,0.476,0.479,2.2,3,0.729,1.7,3.6,5.4,1.8,0.7,1,1.2,3.4,7.7
Danny Schayes,1994,C,34,TOT,36,6,10.1,0.8,2.3,0.333,0,0,,0.8,2.3,0.333,0.333,0.8,0.9,0.906,0.9,1.3,2.2,0.4,0.3,0.3,0.6,1.3,2.4
Danny Schayes,1994,C,34,MIL,23,6,10,0.6,2,0.304,0,0,,0.6,2,0.304,0.304,0.9,1,0.955,0.7,1.3,2,0.2,0.2,0.3,0.6,1.2,2.1
Danny Schayes,1994,C,34,LAL,13,0,10.2,1.1,2.9,0.368,0,0,,1.1,2.9,0.368,0.368,0.6,0.8,0.8,1.2,1.5,2.6,0.6,0.4,0.2,0.7,1.4,2.8
Steve Scheffler,1994,C,26,SEA,35,1,4.3,0.8,1.3,0.609,0,0,,0.8,1.3,0.609,0.609,0.5,0.6,0.95,0.3,0.4,0.7,0.2,0.2,0,0.2,0.7,2.1
Dwayne Schintzius,1994,C,25,NJN,30,7,10.6,1,2.8,0.345,0,0,,1,2.8,0.345,0.345,0.3,0.6,0.588,0.9,2.1,3,0.4,0.2,0.6,0.4,1.6,2.3
Detlef Schrempf,1994,SF,31,SEA,81,80,33.7,5.5,11.1,0.493,0.3,0.8,0.324,5.2,10.3,0.507,0.505,3.7,4.8,0.769,1.8,3.8,5.6,3.4,0.9,0.1,2.1,3.4,15
Byron Scott,1994,SG,32,IND,67,2,17.9,3.8,8.2,0.467,0.4,1.1,0.365,3.4,7.1,0.483,0.492,2.3,2.9,0.805,0.3,1.4,1.6,2,0.9,0.1,1.5,1.2,10.4
Dennis Scott,1994,SF,25,ORL,82,37,27.8,4.7,11.6,0.405,1.9,4.7,0.399,2.8,6.8,0.408,0.486,1.5,1.9,0.774,0.7,2,2.7,2.6,1,0.4,1.1,2,12.8
Malik Sealy,1994,SF,23,IND,43,5,14.5,2.6,6.4,0.405,0.1,0.4,0.25,2.5,6,0.415,0.412,1.4,2,0.678,1,1.7,2.7,1.1,0.7,0.2,1.2,2,6.6
Rony Seikaly,1994,C,28,MIA,72,60,33.5,5.4,11.2,0.488,0,0,0,5.4,11.1,0.489,0.488,4.2,5.9,0.72,3.4,6.9,10.3,1.9,0.8,1.4,2.7,3.9,15.1
Brian Shaw,1994,SG,27,MIA,77,52,26.5,3.6,8.7,0.417,0.9,2.8,0.338,2.7,5.9,0.455,0.472,0.8,1.2,0.719,1.4,3.2,4.5,5,0.9,0.3,2.2,2.5,9
Lionel Simmons,1994,SF,25,SAC,75,74,36,5.8,13.3,0.438,0.1,0.2,0.353,5.7,13.1,0.439,0.441,3.3,4.3,0.777,2.2,5.3,7.5,4.1,1.4,0.7,2.4,2.5,15.1
Scott Skiles,1994,PG,29,ORL,82,46,28.1,3.4,7.9,0.429,0.8,2,0.412,2.5,5.8,0.434,0.481,2.4,2.7,0.878,0.5,1.8,2.3,6.1,0.6,0,2.4,2.1,9.9
Charles Smith,1994,SF,28,NYK,43,21,25.7,4.1,9.2,0.443,0.2,0.4,0.5,3.9,8.9,0.441,0.453,2,2.8,0.719,1.5,2.3,3.8,1.2,0.6,1,1.5,3.3,10.4
Chris Smith,1994,PG,23,MIN,80,16,20.2,2.3,5.3,0.435,0.1,0.5,0.256,2.2,4.8,0.453,0.447,1.2,1.8,0.674,0.2,1.3,1.5,3.6,0.5,0.2,1.3,1.6,5.9
Doug Smith,1994,PF,24,DAL,79,42,21.3,3.7,8.6,0.435,0,0.1,0.222,3.7,8.5,0.438,0.437,1.3,1.6,0.835,1.4,3,4.4,1.5,1,0.5,1.2,3.6,8.8
Kenny Smith,1994,PG,28,HOU,78,78,28.3,4.4,9.1,0.48,1.1,2.8,0.405,3.2,6.3,0.513,0.542,1.7,2,0.871,0.3,1.5,1.8,4.2,0.8,0.1,1.6,1.6,11.6
LaBradford Smith,1994,SG,24,TOT,66,2,13.3,1.9,4.6,0.405,0.3,0.9,0.35,1.6,3.7,0.419,0.44,1,1.3,0.75,0.5,0.8,1.3,1.7,0.6,0.1,0.8,1.5,5
LaBradford Smith,1994,SG,24,WSB,7,0,6.9,1.1,2.6,0.444,0,0,,1.1,2.6,0.444,0.444,2.1,2.9,0.75,0.7,0.4,1.1,0.7,0.4,0.1,0.1,1.1,4.4
LaBradford Smith,1994,SG,24,SAC,59,2,14.1,2,4.9,0.403,0.4,1,0.35,1.6,3.9,0.417,0.439,0.8,1.1,0.75,0.5,0.8,1.3,1.8,0.6,0.1,0.8,1.5,5.1
Reggie Smith,1994,PF,23,POR,43,9,7.3,0.7,1.7,0.403,0,0,,0.7,1.7,0.403,0.403,0.4,0.9,0.474,0.9,1.4,2.3,0.1,0.3,0.1,0.3,1.1,1.8
Steve Smith,1994,SG,24,MIA,78,77,35.6,6.3,13.8,0.456,1.2,3.4,0.347,5.1,10.4,0.491,0.499,3.5,4.2,0.835,2,2.5,4.5,5.1,1.1,0.4,2.6,2.8,17.3
Tony Smith,1994,SG,25,LAL,73,31,22.2,3.7,8.5,0.441,0.2,0.7,0.32,3.5,7.8,0.451,0.454,1.2,1.6,0.714,1.5,1.2,2.7,2,0.8,0.2,1,1.8,8.8
Rik Smits,1994,C,27,IND,78,75,27.1,6.3,11.8,0.534,0,0,0,6.3,11.8,0.535,0.534,3.1,3.8,0.793,1.7,4.5,6.2,2,0.6,1.1,1.9,3.6,15.7
Andre Spencer,1994,SF,29,TOT,28,1,12.5,1.9,4.2,0.441,0,0,,1.9,4.2,0.441,0.441,2,2.8,0.714,1.1,1.5,2.6,0.8,0.7,0.3,0.8,1.5,5.7
Andre Spencer,1994,SF,29,GSW,5,1,12.6,1.8,3.6,0.5,0,0,,1.8,3.6,0.5,0.5,0.6,0.8,0.75,0.8,1.6,2.4,0.6,0.2,0.4,0.4,1.2,4.2
Andre Spencer,1994,SF,29,SAC,23,0,12.4,1.9,4.3,0.43,0,0,,1.9,4.3,0.43,0.43,2.3,3.2,0.712,1.1,1.5,2.7,0.8,0.8,0.2,0.8,1.6,6
Elmore Spencer,1994,C,24,LAC,76,63,25.4,3.8,7.1,0.533,0,0,0,3.8,7.1,0.535,0.533,1.3,2.1,0.599,1.3,4.2,5.5,1,0.4,1.7,2.2,2.7,8.9
Felton Spencer,1994,C,26,UTA,79,79,28,3.2,6.4,0.505,0,0,,3.2,6.4,0.505,0.505,2.1,3.4,0.607,3,5.4,8.3,0.5,0.5,0.8,1.6,3.8,8.6
Latrell Sprewell,1994,SG,23,GSW,82,82,43.1,7.5,17.3,0.433,1.7,4.8,0.361,5.8,12.5,0.46,0.482,4.3,5.6,0.774,1,3.9,4.9,4.7,2.2,0.9,2.8,1.9,21
John Starks,1994,SG,28,NYK,59,54,34.9,6.9,16.6,0.42,1.9,5.7,0.335,5,10.8,0.464,0.477,3.2,4.2,0.754,0.6,2.5,3.1,5.9,1.6,0.1,3.1,3.2,19
Larry Stewart,1994,SF,25,WSB,3,0,11.7,1,2.7,0.375,0,0,,1,2.7,0.375,0.375,2.3,3.3,0.7,0.3,2,2.3,0.7,0.7,0.3,0.7,1.3,4.3
Bryant Stith,1994,SG,23,DEN,82,82,34.8,4.5,9.9,0.45,0,0.1,0.222,4.4,9.8,0.453,0.451,3.5,4.3,0.829,1.5,2.8,4.3,2.4,1.4,0.2,1.6,2,12.5
John Stockton*,1994,PG,31,UTA,82,82,36.2,5.6,10.6,0.528,0.6,1.8,0.322,5,8.8,0.57,0.555,3.3,4.1,0.805,0.9,2.3,3.1,12.6,2.4,0.3,3.2,2.9,15.1
Rod Strickland,1994,PG,27,POR,82,58,35.2,6.4,13.3,0.483,0,0.1,0.2,6.4,13.2,0.486,0.484,4.3,5.7,0.749,1.5,3,4.5,9,1.8,0.3,3.1,2.1,17.2
Derek Strong,1994,PF,25,MIL,67,11,16.9,2.1,5.1,0.413,0,0.2,0.231,2.1,4.9,0.421,0.418,2.4,3.1,0.772,1.6,2.6,4.2,0.7,0.6,0.2,0.9,1,6.6
Isiah Thomas*,1994,PG,32,DET,58,56,30.2,5.5,13.2,0.417,0.7,2.2,0.31,4.8,11,0.438,0.442,3.1,4.4,0.702,0.8,1.9,2.7,6.9,1.2,0.1,3.5,2.2,14.8
Kevin Thompson,1994,C,22,POR,14,0,4.1,0.4,1,0.429,0,0.1,0,0.4,0.9,0.462,0.429,0.1,0.1,0.5,0.5,0.4,0.9,0.2,0,0.1,0.4,0.8,0.9
LaSalle Thompson,1994,C,32,IND,30,1,9.4,0.9,2.6,0.351,0,0,,0.9,2.6,0.351,0.351,0.5,1,0.533,0.9,1.6,2.5,0.5,0.3,0.3,0.8,2,2.3
Otis Thorpe,1994,PF,31,HOU,82,82,35.5,5.5,9.8,0.561,0,0,0,5.5,9.7,0.562,0.561,3.1,4.7,0.657,3.3,7.3,10.6,2.3,0.8,0.3,2.3,3.1,14
Sedale Threatt,1994,PG,32,LAL,81,20,28.1,5.1,10.5,0.482,0.1,0.4,0.152,5,10.1,0.496,0.485,1.7,1.9,0.89,0.3,1.5,1.9,4.2,1.4,0.2,1.3,2.3,11.9
Wayman Tisdale,1994,PF,29,SAC,79,77,32.4,7,13.9,0.501,0,0,,7,13.9,0.501,0.501,2.7,3.4,0.808,2,5.1,7.1,1.8,0.5,0.7,1.6,3.7,16.7
Tom Tolbert,1994,SF,28,LAC,49,6,13.1,1.5,3.6,0.418,0.1,0.3,0.375,1.4,3.3,0.422,0.435,0.7,0.9,0.733,0.7,1.5,2.2,0.6,0.3,0.3,0.8,1.2,3.8
Sedric Toney,1994,PG,31,CLE,12,0,5.3,0.2,1,0.167,0,0.1,0,0.2,0.9,0.182,0.167,0.2,0.2,1,0.1,0.2,0.3,0.9,0,0,0.4,0.7,0.5
Keith Tower,1994,C,23,ORL,11,0,2.9,0.4,0.8,0.444,0,0,,0.4,0.8,0.444,0.444,0,0,,0,0.5,0.5,0.1,0,0,0,0.5,0.7
Jeff Turner,1994,PF,31,ORL,68,51,22.6,2.9,6.3,0.467,0.3,0.8,0.327,2.7,5.5,0.488,0.488,0.5,0.7,0.778,1.2,2.8,4,0.9,0.3,0.2,1.1,3.5,6.6
Nick Van Exel,1994,PG,22,LAL,81,80,33.3,5.1,13,0.394,1.5,4.5,0.338,3.6,8.5,0.423,0.452,1.9,2.4,0.781,0.6,2.4,2.9,5.8,1,0.1,1.8,1.9,13.6
Loy Vaught,1994,PF,25,LAC,75,56,28.2,5,9.3,0.537,0,0.1,0,5,9.2,0.541,0.537,1.7,2.4,0.72,2.9,5.8,8.7,1,1,0.3,1.3,2.9,11.7
Kenny Walker,1994,SF,29,WSB,73,4,19.1,1.8,3.8,0.482,0,0,0,1.8,3.7,0.487,0.482,1.2,1.7,0.696,1.6,2.3,4,0.5,0.4,0.8,0.6,2.1,4.8
Rex Walters,1994,SG,23,NJN,48,0,8,1.3,2.4,0.522,0.3,0.6,0.5,1,1.8,0.529,0.583,0.6,0.7,0.824,0.1,0.7,0.8,1.5,0.3,0.1,0.6,0.9,3.4
Clarence Weatherspoon,1994,SF,23,PHI,82,82,38.4,7.3,15.2,0.483,0,0.2,0.235,7.3,15,0.487,0.485,3.6,5.2,0.693,3.1,7,10.1,2.3,1.2,1.4,2.4,1.9,18.4
Spud Webb,1994,PG,30,SAC,79,62,32.5,4.7,10.3,0.46,0.7,2.1,0.335,4,8.2,0.492,0.494,2.6,3.2,0.813,0.6,2.3,2.8,6.7,1.2,0.3,2.1,2.3,12.7
Chris Webber*,1994,C,20,GSW,76,76,32.1,7.5,13.6,0.552,0,0.2,0,7.5,13.5,0.559,0.552,2.5,4.7,0.532,4,5.1,9.1,3.6,1.2,2.2,2.7,3.3,17.5
Bill Wennington,1994,C,30,CHI,76,0,18,3.1,6.3,0.488,0,0,0,3.1,6.3,0.49,0.488,0.9,1.2,0.818,1.5,3.1,4.6,0.9,0.6,0.4,1,2.8,7.1
Matt Wenstrom,1994,C,23,BOS,11,0,3.4,0.5,0.9,0.6,0,0,,0.5,0.9,0.6,0.6,0.5,0.9,0.6,0.5,0.5,1.1,0,0,0.2,0.4,0.6,1.6
David Wesley,1994,PG,23,NJN,60,0,9,1.1,2.9,0.368,0.2,0.8,0.234,0.9,2.1,0.417,0.399,0.7,0.9,0.83,0.2,0.6,0.7,2.1,0.6,0.1,0.9,0.8,3.1
Doug West,1994,SG,26,MIN,72,61,30.3,6,12.4,0.487,0,0.1,0.125,6,12.3,0.49,0.488,2.6,3.2,0.81,0.8,2.4,3.2,2.4,0.9,0.3,1.9,3.3,14.7
Mark West,1994,C,33,PHO,82,50,15.1,2,3.5,0.566,0,0,,2,3.5,0.566,0.566,0.7,1.4,0.5,1.4,2.2,3.6,0.4,0.4,1.3,0.9,2.6,4.7
Ennis Whatley,1994,PG,31,ATL,82,1,12.2,1.5,2.9,0.508,0,0.1,0,1.5,2.8,0.522,0.508,0.6,0.8,0.788,0.3,0.9,1.2,2.2,0.7,0,1,1.1,3.6
Randy White,1994,PF,26,DAL,18,3,17.8,2.5,6.2,0.402,0.3,1.1,0.3,2.2,5.1,0.424,0.429,1.1,1.8,0.576,1.7,2.9,4.6,0.6,0.6,0.6,1,2.6,6.4
Chris Whitney,1994,PG,22,SAS,40,4,8.5,0.6,2.1,0.305,0.3,0.8,0.333,0.4,1.3,0.288,0.366,0.3,0.4,0.8,0.1,0.6,0.7,1.3,0.3,0,0.9,1.3,1.8
Morlon Wiley,1994,PG,27,TOT,16,0,9.9,0.6,1.8,0.31,0.2,0.6,0.3,0.4,1.2,0.316,0.362,0,0,,0,0.6,0.6,1.4,0.9,0,1.1,1.3,1.3
Morlon Wiley,1994,PG,27,MIA,4,0,8.5,0.8,2,0.375,0.3,1,0.25,0.5,1,0.5,0.438,0,0,,0,1,1,1.8,0.5,0,1.5,1,1.8
Morlon Wiley,1994,PG,27,DAL,12,0,10.3,0.5,1.8,0.286,0.2,0.5,0.333,0.3,1.3,0.267,0.333,0,0,,0,0.5,0.5,1.3,1.1,0,0.9,1.4,1.2
Dominique Wilkins*,1994,SF,34,TOT,74,74,35.6,9.4,21.5,0.44,1.1,4,0.288,8.3,17.5,0.474,0.466,6,7.1,0.847,2.5,4,6.5,2.3,1.2,0.4,2.3,1.7,26
Dominique Wilkins*,1994,SF,34,ATL,49,49,34.4,8.8,20.3,0.432,1.2,4,0.308,7.5,16.3,0.462,0.462,5.6,6.6,0.854,2.4,3.8,6.2,2.3,1.3,0.4,2.4,1.8,24.4
Dominique Wilkins*,1994,SF,34,LAC,25,25,37.9,10.7,23.7,0.453,1,3.9,0.247,9.8,19.8,0.493,0.473,6.7,8,0.835,2.5,4.5,7,2.2,1.2,0.3,2.1,1.6,29.1
Gerald Wilkins,1994,SG,30,CLE,82,82,33.8,5.4,11.9,0.457,1,2.6,0.396,4.4,9.3,0.474,0.501,2.4,3,0.776,1.3,2.4,3.7,3.1,1.3,0.5,1.6,2.3,14.3
Aaron Williams,1994,PF,22,UTA,6,0,2,0.3,1.3,0.25,0,0,,0.3,1.3,0.25,0.25,0,0.2,0,0.2,0.3,0.5,0.2,0,0,0.2,0.7,0.7
Buck Williams,1994,PF,33,POR,81,81,32.5,3.6,6.5,0.555,0,0,0,3.6,6.5,0.556,0.555,2.5,3.7,0.679,3.9,6.5,10.4,1,0.7,0.6,1.4,3,9.7
Corey Williams,1994,PG,23,MIN,4,0,11.5,1.3,3.3,0.385,0,0.3,0,1.3,3,0.417,0.385,0.3,0.3,1,0.3,1.3,1.5,1.5,0.5,0,0.5,1.5,2.8
Herb Williams,1994,C,35,NYK,70,3,11.1,1.5,3.3,0.442,0,0,0,1.5,3.3,0.444,0.442,0.4,0.6,0.643,0.8,1.8,2.6,0.4,0.3,0.6,0.6,1.5,3.3
Hot Rod Williams,1994,PF,31,CLE,76,72,35,5.2,10.9,0.478,0,0,,5.2,10.9,0.478,0.478,3.3,4.6,0.728,2.7,4.8,7.6,2.5,1,1.7,1.8,2.9,13.7
Jayson Williams,1994,PF,25,NJN,70,0,12.5,1.8,4.2,0.427,0,0,,1.8,4.2,0.427,0.427,1,1.7,0.605,1.6,2.2,3.8,0.4,0.2,0.5,0.5,2,4.6
John Williams,1994,SF,27,LAC,34,6,21.3,2.4,5.5,0.431,0.1,0.6,0.25,2.2,4.9,0.452,0.444,0.7,1.1,0.667,1.1,2.6,3.7,2.9,0.7,0.3,1,2.5,5.6
Kenny Williams,1994,SF,24,IND,68,1,14.4,2.8,5.8,0.488,0,0.1,0,2.8,5.7,0.494,0.488,0.7,0.9,0.703,1.4,1.6,3,0.8,0.4,0.7,0.7,1.5,6.3
Lorenzo Williams,1994,PF,24,TOT,38,11,18.8,1.3,2.9,0.445,0,0,0,1.3,2.9,0.45,0.445,0.3,0.7,0.429,2.5,3.2,5.7,0.7,0.5,1.2,0.6,2.4,2.9
Lorenzo Williams,1994,PF,24,ORL,3,0,6.3,0.3,2,0.167,0,0.3,0,0.3,1.7,0.2,0.167,0,0,,1,0.3,1.3,0.7,0.7,1,0,1,0.7
Lorenzo Williams,1994,PF,24,CHH,1,0,19,0,1,0,0,0,,0,1,0,0,0,0,,0,4,4,0,1,2,1,2,0
Lorenzo Williams,1994,PF,24,DAL,34,11,19.9,1.4,3,0.466,0,0,,1.4,3,0.466,0.466,0.4,0.8,0.429,2.7,3.4,6.1,0.7,0.4,1.2,0.6,2.6,3.2
Micheal Williams,1994,PG,27,MIN,71,66,31.1,4.4,9.7,0.457,0.1,0.6,0.222,4.3,9,0.474,0.464,4.7,5.6,0.839,0.9,2.2,3.1,7.2,1.7,0.3,2.9,2.7,13.7
Reggie Williams,1994,SF,29,DEN,82,68,32.4,5.1,12.4,0.412,0.8,2.8,0.278,4.3,9.6,0.452,0.444,2,2.7,0.733,1.2,3.6,4.8,3.7,1.4,0.8,2,3.5,13
Scott Williams,1994,C,25,CHI,38,11,16.8,3,6.2,0.483,0,0.1,0.2,3,6.1,0.489,0.485,1.6,2.6,0.612,1.8,2.9,4.8,1,0.4,0.6,1.2,2.9,7.6
Walt Williams,1994,SF,23,SAC,57,4,23.8,4,10.2,0.39,0.7,2.3,0.288,3.3,7.9,0.42,0.422,2.6,4.1,0.635,1.2,2.9,4.1,2.3,0.9,0.4,2.5,3.5,11.2
Kevin Willis,1994,PF,31,ATL,80,80,35.8,7.8,15.7,0.499,0.1,0.3,0.375,7.7,15.4,0.501,0.502,3.4,4.7,0.713,4.2,7.9,12,1.9,1,0.5,2.4,3.1,19.1
Trevor Wilson,1994,PF,25,TOT,57,13,21.4,3.3,6.8,0.482,0,0,0,3.3,6.8,0.484,0.482,1.6,2.9,0.554,2.1,2.7,4.8,1.3,0.7,0.2,1.6,2.2,8.2
Trevor Wilson,1994,PF,25,LAL,5,4,25.2,3.8,7.8,0.487,0,0,,3.8,7.8,0.487,0.487,2.6,5,0.52,2.4,3.2,5.6,2.4,1,0.2,1.2,3.4,10.2
Trevor Wilson,1994,PF,25,SAC,52,9,21.1,3.2,6.7,0.481,0,0,0,3.2,6.7,0.484,0.481,1.5,2.7,0.56,2.1,2.6,4.7,1.2,0.6,0.2,1.7,2,8
David Wingate,1994,SG,30,CHH,50,36,20.1,2.7,5.7,0.481,0.1,0.2,0.333,2.6,5.4,0.487,0.488,0.7,1,0.667,0.6,2.1,2.7,2.1,0.8,0.1,1.1,1.7,6.2
David Wood,1994,PF,29,DET,78,3,15.2,1.5,3.3,0.459,0.3,0.6,0.449,1.2,2.7,0.462,0.502,0.8,1.1,0.756,1.3,1.7,3.1,0.7,0.5,0.2,0.4,2.6,4.1
Randy Woods,1994,PG,23,LAC,40,0,8.8,1.2,3.3,0.368,0.7,2,0.346,0.6,1.4,0.4,0.47,0.5,0.9,0.571,0.3,0.4,0.7,1.8,0.6,0.1,0.9,1,3.6
Orlando Woolridge,1994,SF,34,PHI,74,1,26.4,4.9,10.4,0.471,0,0.2,0.071,4.9,10.3,0.478,0.472,2.8,4.1,0.689,1.4,2.6,4,1.9,0.6,0.8,1.9,2.5,12.7
Haywoode Workman,1994,PG,28,IND,65,52,26.4,3,7.1,0.424,0.3,0.9,0.321,2.7,6.2,0.438,0.443,1.4,1.8,0.802,0.5,2.6,3.1,6.2,1.3,0.1,2.3,2.3,7.7
James Worthy*,1994,SF,32,LAL,80,2,20,4.3,10.5,0.406,0.4,1.4,0.288,3.9,9.1,0.424,0.425,1.3,1.7,0.741,0.6,1.7,2.3,1.9,0.6,0.2,1.2,1,10.2
Luther Wright,1994,C,22,UTA,15,2,6.1,0.5,1.5,0.348,0,0.1,0,0.5,1.5,0.364,0.348,0.2,0.3,0.75,0.4,0.3,0.7,0,0.1,0.1,0.4,1.4,1.3
